,GCA_040926285.1,GCA_040926345.1,GCA_040920465.1,GCA_040920475.1,GCA_040920515.1,GCA_040920545.1,GCA_040926265.1,GCA_040915425.1,GCA_001406575.1,GCA_015553355.1,GCA_028209455.1,GCA_028209875.1,GCA_028209955.1,GCA_039752985.1,GCA_039836715.1,GCA_039836775.1,GCA_039836945.1,GCA_040915445.1,GCA_040915465.1,GCA_040915485.1,GCA_040915505.1,GCA_040920505.1,GCA_040926325.1,GCA_902363035.1,GCA_005576555.1,GCA_009876115.1,GCA_015561195.1,GCA_028209725.1,GCA_039836585.1,GCA_040910265.1,GCA_902364945.1,GCA_015546965.1,GCA_015554145.1,GCA_028209365.1,GCA_028209915.1,GCA_040920445.1,GCA_009876165.1,GCA_009876215.1,GCA_009876325.1,GCA_028207065.1,GCA_964259575.1,GCA_964259385.1,GCA_964259165.1,GCA_964259135.1,GCA_964259075.1,GCA_964239575.1,GCA_964239555.1,GCA_964238095.1,GCA_964237965.1,GCA_964237925.1,GCA_902364355.1,GCA_040926235.1,GCA_040920425.1,GCA_040920405.1,GCA_040920385.1,GCA_040910325.1,GCA_040910285.1,GCA_039836845.1,GCA_039753035.1,GCA_032584215.1,GCA_028209925.1,GCA_028209885.1,GCA_028209835.1,GCA_028209805.1,GCA_028209795.1,GCA_028209415.1,GCA_028209335.1,GCA_028209115.1,GCA_028207055.1,GCA_028207015.1,GCA_028206995.1,GCA_028206975.1,GCA_028206955.1,GCA_028206795.1,GCA_025289055.1,GCA_020181355.1,GCA_018785245.1,GCA_015558785.1,GCA_015557485.1,GCA_015556945.1,GCA_002736145.1,GCA_015667745.1,GCA_028210025.1,GCA_039062265.1,GCA_039062365.1,GCA_039836825.1,GCA_039836855.1,GCA_040910185.1,GCA_040910345.1,GCA_040910365.1,GCA_040910395.1,GCA_040920325.1,GCA_902388175.1,GCA_964259715.1,GCA_964243765.1,GCA_040910145.1,GCA_015560765.1,GCA_040910085.1,GCA_040910165.1,GCA_009874035.1,GCA_009876185.1,GCA_009876225.1,GCA_009876255.1,GCA_009876265.1,GCA_009876295.1,GCA_009876315.1,GCA_039752955.1,GCA_039752935.1,GCA_902501535.1,GCA_901212495.1,GCA_000169035.1,GCA_902374195.1,GCA_015547365.1,GCA_028206915.1,GCA_015670765.1,GCA_039753055.1,GCA_039836765.1,GCA_005845035.1,GCA_015560135.1,GCA_019041595.1,GCA_028206715.1,GCA_028206815.1,GCA_028206835.1,GCA_028206845.1,GCA_028206855.1,GCA_028209715.1,GCA_028209975.1,GCA_028209995.1,GCA_028210055.1,GCA_028210115.1,GCA_028210125.1,GCA_039836655.1,GCA_039836745.1,GCA_039836865.1,GCA_039836905.1,GCA_040910205.1,GCA_010509075.1,GCA_022136615.1,GCA_040915545.1,GCA_040915565.1,GCA_040915585.1,GCA_040915605.1,GCA_040915625.1,GCA_040915645.1,GCA_900461335.1,GCA_964240045.1,GCA_964259375.1,GCA_964259355.1,GCA_963360655.1,GCA_040926055.1,GCA_039836805.1,GCA_039758945.1,GCA_039758935.1,GCA_039758815.1,GCA_039752875.1,GCA_039752775.1,GCA_039062315.1,GCA_039062235.1,GCA_039062205.1,GCA_039062175.1,GCA_028210075.1,GCA_028207025.1,GCA_027677265.1,GCA_022137905.1,GCA_022136665.1,GCA_020709435.1,GCA_019731695.1,GCA_019131995.1,GCA_015670795.1,GCA_015557435.1,GCA_015552075.1,GCA_015549175.1,GCA_001405375.1,GCA_005844325.1,GCA_009875975.1,GCA_009876015.1,GCA_009876025.1,GCA_009876045.1,GCA_009876065.1,GCA_009876075.1,GCA_009876125.1,GCA_009876155.1,GCA_015548375.1,GCA_015555045.1,GCA_019131975.1,GCA_020537135.1,GCA_020537185.1,GCA_027679165.1,GCA_027679495.1,GCA_028206895.1,GCA_028209155.1,GCA_028209425.1,GCA_028209555.1,GCA_028209615.1,GCA_028209845.1,GCA_028210095.1,GCA_032584295.1,GCA_039758995.1,GCA_039836685.1,GCA_039836695.1,GCA_039836925.1,GCA_039836965.1,GCA_040915665.1,GCA_040915685.1,GCA_040915705.1,GCA_040915725.1,GCA_040915765.1,GCA_040915785.1,GCA_040915845.1,GCA_040915865.1,GCA_040926115.1,GCA_040926145.1,GCA_040926165.1,GCA_040926175.1,GCA_040926185.1,GCA_040926205.1,GCA_040926305.1,GCA_040926405.1,GCA_902501475.1,GCA_902501595.1,GCA_015549965.1,GCA_015557945.1,GCA_015670745.1,GCA_028209575.1,GCA_028209655.1,GCA_028209685.1,GCA_027677495.1,GCA_027679325.1,GCA_027679855.1,GCA_902501435.1,GCA_901212465.1,GCA_039836555.1,GCA_039836505.1,GCA_039836545.1,GCA_001404695.1,GCA_902362815.1,GCA_902364885.1,GCA_041537385.1,GCA_040926105.1,GCA_040926065.1,GCA_040926045.1,GCA_040910245.1,GCA_040910215.1,GCA_039836605.1,GCA_039836595.1,GCA_039758965.1,GCA_028209395.1,GCA_024125125.1,GCA_003856815.1,GCA_009875935.1,GCA_018785265.1,GCA_028209215.1,GCA_028209475.1,GCA_028209495.1,GCA_028209515.1,GCA_028209535.1,GCA_028209585.1,GCA_028209625.1,GCA_028209675.1,GCA_028209745.1,GCA_028209775.1,GCA_039062385.1,GCA_039752915.1,GCA_039752975.1,GCA_039836615.1,GCA_040926025.1,GCA_902363845.1
GCA_040915785.1,76.64,99.60,99.84,99.73,99.73,99.84,99.73,99.22,99.27,99.27,99.80,99.27,99.27,99.77,99.77,99.83,99.77,99.27,99.27,99.78,99.27,99.83,99.77,99.27,99.80,99.60,99.60,99.60,99.61,99.60,99.60,99.53,99.53,99.53,99.53,99.61,99.67,99.67,99.67,99.67,99.65,99.65,99.63,99.63,99.58,99.33,99.47,99.67,99.93,99.93,99.60,99.60,99.60,99.56,99.67,99.67,99.67,99.93,99.93,99.33,99.93,99.53,99.33,99.33,99.33,99.60,99.60,99.60,99.67,99.67,99.67,99.93,99.93,99.40,99.60,99.93,99.67,99.67,99.93,99.33,99.73,99.90,99.93,99.92,99.92,99.93,99.93,99.92,99.93,99.93,99.93,99.87,99.73,99.92,99.53,99.67,99.80,99.77,99.77,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.28,99.27,99.24,98.63,99.73,99.73,99.80,99.80,99.80,100.00,99.80,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,100.00,99.80,99.80,99.80,99.80,99.80,99.80,99.80,99.80,99.80,99.80,99.33,99.07,99.13,99.15,99.53,99.71,99.27,99.50,99.67,99.67,99.60,99.60,99.60,99.60,99.33,99.60,99.83,99.67,99.40,99.53,99.93,99.40,99.27,99.27,99.60,99.47,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.53,99.53,99.53,99.53,99.53,99.53,99.57,99.85,99.13,99.72,99.72,99.13,99.92,99.22,99.53,99.53,99.60,99.33,99.40,99.40,99.40,99.53,99.53,99.60,99.60,99.53,99.71,99.60,99.87,99.87,99.85,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.86,99.87,99.87,99.85,99.85,99.73,99.77,99.87
GCA_040915845.1,76.64,99.60,99.84,99.73,99.73,99.84,99.73,99.22,99.27,99.27,99.80,99.27,99.27,99.77,99.77,99.83,99.77,99.27,99.27,99.78,99.27,99.83,99.77,99.27,99.80,99.60,99.60,99.60,99.61,99.60,99.60,99.53,99.53,99.53,99.53,99.61,99.67,99.67,99.67,99.67,99.65,99.65,99.63,99.63,99.58,99.33,99.47,99.67,99.93,99.93,99.60,99.60,99.60,99.56,99.67,99.67,99.67,99.93,99.93,99.33,99.93,99.53,99.33,99.33,99.33,99.60,99.60,99.60,99.67,99.67,99.67,99.93,99.93,99.40,99.60,99.93,99.67,99.67,99.93,99.33,99.73,99.90,99.93,99.92,99.92,99.93,99.93,99.92,99.93,99.93,99.93,99.87,99.73,99.92,99.53,99.67,99.80,99.77,99.77,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.28,99.27,99.24,98.63,99.73,99.73,99.80,99.80,99.80,100.00,99.80,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,100.00,99.80,99.80,99.80,99.80,99.80,99.80,99.80,99.80,99.80,99.80,99.33,99.07,99.13,99.15,99.53,99.71,99.27,99.50,99.67,99.67,99.60,99.60,99.60,99.60,99.33,99.60,99.83,99.67,99.40,99.53,99.93,99.40,99.27,99.27,99.60,99.47,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.53,99.53,99.53,99.53,99.53,99.53,99.57,99.85,99.13,99.72,99.72,99.13,99.92,99.22,99.53,99.53,99.60,99.33,99.40,99.40,99.40,99.53,99.53,99.60,99.60,99.53,99.71,99.60,99.87,99.87,99.85,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.86,99.87,99.87,99.85,99.85,99.73,99.77,99.87
GCA_040915865.1,76.64,99.60,99.84,99.73,99.73,99.84,99.73,99.22,99.27,99.27,99.80,99.27,99.27,99.77,99.77,99.83,99.77,99.27,99.27,99.78,99.27,99.83,99.77,99.27,99.80,99.60,99.60,99.60,99.61,99.60,99.60,99.53,99.53,99.53,99.53,99.61,99.67,99.67,99.67,99.67,99.65,99.65,99.63,99.63,99.58,99.33,99.47,99.67,99.93,99.93,99.60,99.60,99.60,99.56,99.67,99.67,99.67,99.93,99.93,99.33,99.93,99.53,99.33,99.33,99.33,99.60,99.60,99.60,99.67,99.67,99.67,99.93,99.93,99.40,99.60,99.93,99.67,99.67,99.93,99.33,99.73,99.90,99.93,99.92,99.92,99.93,99.93,99.92,99.93,99.93,99.93,99.87,99.73,99.92,99.53,99.67,99.80,99.77,99.77,99.07,99.07,99.07,99.07,99.07,99.07,99.07,99.28,99.27,99.24,98.63,99.73,99.73,99.80,99.80,99.80,100.00,99.80,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,100.00,99.80,99.80,99.80,99.80,99.80,99.80,99.80,99.80,99.80,99.80,99.33,99.07,99.13,99.15,99.53,99.71,99.27,99.50,99.67,99.67,99.60,99.60,99.60,99.60,99.33,99.60,99.83,99.67,99.40,99.53,99.93,99.40,99.27,99.27,99.60,99.47,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.53,99.53,99.53,99.53,99.53,99.53,99.57,99.85,99.13,99.72,99.72,99.13,99.92,99.22,99.53,99.53,99.60,99.33,99.40,99.40,99.40,99.53,99.53,99.60,99.60,99.53,99.71,99.60,99.87,99.87,99.85,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.86,99.87,99.87,99.85,99.85,99.73,99.77,99.87
GCA_040926115.1,76.64,99.69,100.00,99.85,99.85,100.00,99.85,99.83,99.85,99.85,99.80,99.85,99.85,99.77,99.77,99.83,99.77,99.85,99.85,99.78,99.85,99.83,99.77,99.85,99.77,99.85,99.85,99.85,100.00,99.85,99.85,99.85,99.85,99.85,99.85,100.00,99.92,99.92,99.92,99.92,99.92,99.92,100.00,100.00,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,100.00,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.90,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.87,99.92,99.92,99.77,99.77,99.77,99.77,99.77,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.28,100.00,99.33,98.63,99.77,99.77,99.77,99.77,99.77,100.00,99.77,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,100.00,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.61,100.00,99.77,99.68,99.69,99.83,99.61,99.61,99.85,99.85,99.85,99.85,99.61,99.85,99.83,99.61,99.77,99.77,99.92,99.77,99.77,99.69,99.85,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.72,99.72,99.77,99.92,99.92,99.77,99.77,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.71,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.73,99.77,99.85
GCA_040926145.1,76.64,99.69,100.00,99.85,99.85,100.00,99.85,99.83,99.85,99.85,99.80,99.85,99.85,99.77,99.77,99.83,99.77,99.85,99.85,99.78,99.85,99.83,99.77,99.85,99.77,99.85,99.85,99.85,100.00,99.85,99.85,99.85,99.85,99.85,99.85,100.00,99.92,99.92,99.92,99.92,99.92,99.92,100.00,100.00,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,100.00,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.90,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.87,99.92,99.92,99.77,99.77,99.77,99.77,99.77,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.28,100.00,99.33,98.63,99.77,99.77,99.77,99.77,99.77,100.00,99.77,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,100.00,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.61,100.00,99.77,99.68,99.69,99.83,99.61,99.61,99.85,99.85,99.85,99.85,99.61,99.85,99.83,99.61,99.77,99.77,99.92,99.77,99.77,99.69,99.85,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.72,99.72,99.77,99.92,99.92,99.77,99.77,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.71,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.73,99.77,99.85
GCA_040926165.1,76.64,99.69,100.00,99.85,99.85,100.00,99.85,99.83,99.85,99.85,99.80,99.85,99.85,99.77,99.77,99.83,99.77,99.85,99.85,99.78,99.85,99.83,99.77,99.85,99.77,99.85,99.85,99.85,100.00,99.85,99.85,99.85,99.85,99.85,99.85,100.00,99.92,99.92,99.92,99.92,99.92,99.92,100.00,100.00,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,100.00,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.90,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.87,99.92,99.92,99.77,99.77,99.77,99.77,99.77,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.28,100.00,99.33,98.63,99.77,99.77,99.77,99.77,99.77,100.00,99.77,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,100.00,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.61,100.00,99.77,99.68,99.69,99.83,99.61,99.61,99.85,99.85,99.85,99.85,99.61,99.85,99.83,99.61,99.77,99.77,99.92,99.77,99.77,99.69,99.85,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.72,99.72,99.77,99.92,99.92,99.77,99.77,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.71,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.73,99.77,99.85
GCA_040926175.1,76.64,99.69,100.00,99.85,99.85,100.00,99.85,99.83,99.85,99.85,99.80,99.85,99.85,99.77,99.77,99.83,99.77,99.85,99.85,99.78,99.85,99.83,99.77,99.85,99.77,99.85,99.85,99.85,100.00,99.85,99.85,99.85,99.85,99.85,99.85,100.00,99.92,99.92,99.92,99.92,99.92,99.92,100.00,100.00,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,100.00,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.90,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.87,99.92,99.92,99.77,99.77,99.77,99.77,99.77,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.28,100.00,99.33,98.63,99.77,99.77,99.77,99.77,99.77,100.00,99.77,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,100.00,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.61,100.00,99.77,99.68,99.69,99.83,99.61,99.61,99.85,99.85,99.85,99.85,99.61,99.85,99.83,99.61,99.77,99.77,99.92,99.77,99.77,99.69,99.85,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.72,99.72,99.77,99.92,99.92,99.77,99.77,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.71,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.73,99.77,99.85
GCA_040926185.1,76.64,99.69,100.00,99.85,99.85,100.00,99.85,99.83,99.85,99.85,99.80,99.85,99.85,99.77,99.77,99.83,99.77,99.85,99.85,99.78,99.85,99.83,99.77,99.85,99.77,99.85,99.85,99.85,100.00,99.85,99.85,99.85,99.85,99.85,99.85,100.00,99.92,99.92,99.92,99.92,99.92,99.92,100.00,100.00,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,100.00,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.90,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.87,99.92,99.92,99.77,99.77,99.77,99.77,99.77,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.28,100.00,99.33,98.63,99.77,99.77,99.77,99.77,99.77,100.00,99.77,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,100.00,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.61,100.00,99.77,99.68,99.69,99.83,99.61,99.61,99.85,99.85,99.85,99.85,99.61,99.85,99.83,99.61,99.77,99.77,99.92,99.77,99.77,99.69,99.85,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.72,99.72,99.77,99.92,99.92,99.77,99.77,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.71,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.73,99.77,99.85
GCA_040926205.1,76.64,99.69,100.00,99.85,99.85,100.00,99.85,99.83,99.85,99.85,99.80,99.85,99.85,99.77,99.77,99.83,99.77,99.85,99.85,99.78,99.85,99.83,99.77,99.85,99.77,99.85,99.85,99.85,100.00,99.85,99.85,99.85,99.85,99.85,99.85,100.00,99.92,99.92,99.92,99.92,99.92,99.92,100.00,100.00,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,100.00,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.90,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.87,99.92,99.92,99.77,99.77,99.77,99.77,99.77,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.28,100.00,99.33,98.63,99.77,99.77,99.77,99.77,99.77,100.00,99.77,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,100.00,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.61,100.00,99.77,99.68,99.69,99.83,99.61,99.61,99.85,99.85,99.85,99.85,99.61,99.85,99.83,99.61,99.77,99.77,99.92,99.77,99.77,99.69,99.85,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.72,99.72,99.77,99.92,99.92,99.77,99.77,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.71,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.73,99.77,99.85
GCA_040926305.1,76.64,99.72,100.00,99.86,99.86,100.00,99.86,99.55,99.58,99.58,99.80,99.58,99.58,99.77,99.77,99.83,99.77,99.58,99.58,99.78,99.58,99.83,99.77,99.58,99.79,99.86,99.86,99.86,100.00,99.86,99.86,99.86,99.86,99.86,99.86,100.00,99.93,99.93,99.93,99.93,99.65,99.65,99.60,99.60,99.58,99.65,99.93,99.65,99.93,99.93,99.93,99.93,99.93,99.52,99.65,99.65,99.65,99.93,99.93,99.65,99.93,99.65,99.65,99.65,99.65,99.93,99.93,99.93,99.65,99.65,99.65,99.93,99.93,99.93,99.93,99.93,99.65,99.65,99.93,99.65,99.93,99.90,99.93,99.92,99.92,99.93,99.93,99.92,99.93,99.93,99.93,99.87,99.93,99.92,99.79,99.65,99.79,99.77,99.77,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.28,99.86,99.24,98.63,99.72,99.72,99.79,99.79,99.79,100.00,99.79,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,100.00,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.86,99.58,99.65,100.00,99.51,99.71,99.72,99.85,99.65,99.65,99.58,99.58,99.58,99.58,99.65,99.86,99.83,99.65,99.72,99.51,99.92,99.79,99.79,99.72,99.86,99.79,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.86,99.86,99.86,99.86,99.86,99.86,99.57,99.85,99.58,99.72,99.72,99.65,99.92,99.77,99.79,99.79,99.86,99.58,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.71,99.86,99.86,99.86,99.85,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.85,99.85,99.73,99.77,99.86
