Genome,CBM0+CBM13,CBM13,CBM32+GH2,CBM32+GH20,CBM32+GH31,CBM32+GH31_18,CBM32+GH36,CBM32+GH84,CBM40+GH33,CBM48+GH13_9,CBM50,CBM50+GH25,CBM51+GH110,CE4,CE5,CE7,CE8,CE9,GH0,GH1,GH105,GH106,GH13,GH130_1,GH13_23,GH13_26,GH13_29,GH13_30,GH13_31,GH13_39+GH77,GH140,GH154,GH170,GH172,GH2,GH2+3.2.1.31,GH23,GH25,GH28,GH29,GH3,GH31,GH32,GH35,GH36,GH38,GH4,GH43_11,GH43_35,GH49,GH5,GH5_11,GH73,GH77,GH78,GH84,GH88,GH92,GH95,GT0,GT0+GT2,GT1,GT111,GT2,GT2+GT4,GT26,GT28,GT32,GT35,GT4,GT47,GT5,GT51,GT58,GT8,GT83,PL22,PL4_4
Collinsella aerofaciens (RTP21428st1_A12_RTP21428_210409),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21428st1_G5_RTP21428_210409),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21484st2_F4_RTP21484_190118),0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
Collinsella aerofaciens (D52st1_C12_D52t1_170925),0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (1001099st1_A1_1001099B_141217),0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (1001099st1_B2_1001099B_141217),0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21484st1_D6_RTP21484_190118),0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (1001271st1_B11_1001271B_151109),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP31036st1_F1_RTP31036_200814),0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP31036st1_D6_RTP31036_200814),0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP31036st1_D12_RTP31036_200814),0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21222st1_G8_RTP21222_200807),0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21222st1_F8_RTP21222_200807),0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21222st1_G2_RTP21222_200807),0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21221st1_C11_RTP21221_200709),0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21191st1_F8_RTP21191_200730),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21191st1_E5_RTP21191_200730),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21191st1_E11_RTP21191_200730),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21191st1_E8_RTP21191_200730),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21191st1_C6_RTP21191_200730),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (J1100102st1_D9_J1100102_180507),0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21191st1_C2_RTP21191_200730),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (D6st1_A4_D6t1_180914),0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
Collinsella aerofaciens (BSD3448080949st1_H5_BSD3448080949_160606),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (BSD3448080949st1_E8_BSD3448080949_160606),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (BSD3448080949st1_A9_BSD3448080949_160606),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (1025st1_E11_1025SCRN_200924),0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0
Collinsella aerofaciens (1001713st1_C12_1001713B170207_170306),0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (1001271st1_F12_1001270J_160509),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (1001271st1_C12_1001271B_151109),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (1001271st1_A2_1001270J_160509),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21360st1_C6_RTP21360_211022),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21360st1_D10_RTP21360_211022),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21360st1_A2_RTP21360_211022),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21359st1_C12_RTP21359_211015),0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21358st1_C6_RTP21358_211008),0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1
Collinsella aerofaciens (RTP21358st2_G12_RTP21358_211008),0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21358st2_D6_RTP21358_211008),0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21358st1_A10_RTP21358_211008),0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1
Collinsella aerofaciens (RTP21357st2_H3_RTP21357_210408),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21357st1_B7_RTP21357_210408),0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21357st2_H7_RTP21359_211015),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21357st1_F1_RTP21357_210408),0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21357st1_B2_RTP21357_210408),0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21357st1_A9_RTP21359_211015),0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21276st1_G3_RTP21276_210326),0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21276st1_C5_RTP21276_210326),0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21276st1_F8_RTP21276_210326),0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21276st1_B4_RTP21276_210326),0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21276st1_D3_RTP21276_210326),0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21276st1_A3_RTP21276_210326),0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21204st1_G7_RTP21204_210225),0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21204st1_E5_RTP21204_210225),0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21204st1_A4_RTP21204_210225),0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21204st1_E11_RTP21204_210225),0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21204st1_F3_RTP21204_210225),0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21204st1_A12_RTP21204_210225),0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21102st1_D12_RTP21102_210122),0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21102st1_C12_RTP21102_210122),0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21102st1_H1_RTP21102_210122),0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21102st1_B10_RTP21102_210122),0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21065st1_H1_RTP21065_210128),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21065st1_H11_RTP21065_210128),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21065st1_B4_RTP21065_210128),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21065st1_E4_RTP21065_210128),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP31023st1_D12_RTP31023_210422),0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP31023st1_B3_RTP31023_210422),0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP31023st1_B4_RTP31023_210422),0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21002st2_G4_RTP31004_210507),0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21002st2_D10_RTP31004_210507),0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
Collinsella aerofaciens (RTP21002st1_E8_RTP31003_210430),0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0
Collinsella aerofaciens (RTP21002st1_G5_RTP31004_210507),0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0
